task_identifier,task_app,task_app_CHN,adb_home_page,functional_point,difficulty_level,golden_steps,goal,key_nodes
articlenews_14,articlenews,今日头条,com.ss.android.article.news/.activity.MainActivity,设置,hard,6,打开今日头条里面我的书架,"{""xpath"": ['''//*[contains(@text, ""书架"") and contains(@class, ""FlattenUIText"") ] and //*[contains(@text, ""看过"") and contains(@class, ""FlattenUIText"") ] ''']}"
articlenews_15,articlenews,今日头条,com.ss.android.article.news/.activity.MainActivity,设置,hard,6,打开今日头条的夜间模式,"{""xpath"": [''' //*[contains(@text, ""日间模式"") and contains(@resource-id, ""id/d95"") ]''']}###{""xpath"": [''' //*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""深色模式"")  ] ) ]   ''']}"
articlenews_16,articlenews,今日头条,com.ss.android.article.news/.activity.MainActivity,设置,medium,6,去今日头条把自动开启阅读模式关掉,"{""xpath"": ['''//*[contains(@text, ""自动开启阅读模式"")]  and //*[contains(@text, ""关闭"") and contains(@class, ""Switch"")] ''' ]}"
articlenews_17,articlenews,今日头条,com.ss.android.article.news/.activity.MainActivity,设置,medium,6,去今日头条清除缓存,"{""xpath"": [ '''//*[contains(@text, ""删除所有缓存"")] and //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ] ''' ]} "
articlenews_18,articlenews,今日头条,com.ss.android.article.news/.activity.MainActivity,设置,medium,6,去今日头条已读所有消息,"{""xpath"": [ '''//*[contains(@text, ""将所有消息和私信标记为已读"")] and //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ] ''' ]} ###{""xpath"": [ '''//*[contains(@text, ""消息私信"")] and //*[contains(@text, ""设置"") ] and (not(//*[@text=""1""]) )  ''' ]}"
articlenews_19,articlenews,今日头条,com.ss.android.article.news/.activity.MainActivity,设置,medium,7,去今日头条设置不接受陌生人消息,"{""xpath"": [ '''//*[contains(@text, ""不再接收陌生人消息"")] and //*[contains(@text, ""确定关闭"") and bbox_contains_point(@bounds,$point) ] ''' ]} ###{""xpath"": [ '''//*[contains(@text, ""接收陌生人的消息"")] and //*[contains(@text, ""已关闭"") ] ''' ]} ###{""xpath"": [ '''//*[contains(@text, ""陌生人消息"")] and //*[contains(@text, ""不接受陌生人的消息"")]  ''' ]}"
fanqieread_0,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,搜索,easy,5,在番茄小说里面打开刘慈欣的三体,"{""xpath"": [ '''//*[contains(@text, ""三体"") and contains(@class, ""EditText"")   ]''' , '''//*[contains(@text, ""三体"")] and //*[contains(@text, ""刘慈欣"") ]''' ]}###{""xpath"": [ '''//*[contains(@text, ""三体"") and contains(@class, ""EditText"")   ]  and //*[contains(@text, ""刘慈欣"") ]''' ]}"
fanqieread_1,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,搜索,easy,5,在番茄小说里面打开我在精神病院学斩神,"{""xpath"": [ '''//*[contains(@text, ""我在精神病院学斩神"") and contains(@class, ""EditText"")   ]''' ,'''//*[contains(@text, ""我在精神病院学斩神"")] and //*[contains(@text, ""三九音域"") ]''' ]}###{""xpath"": [ '''//*[contains(@text, ""我在精神病院学斩神"") and contains(@class, ""EditText"")   ]  and //*[contains(@text, ""三九音域"") ]''' ]}"
fanqieread_2,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,搜索,medium,6,在番茄小说里面打开三体的听书,"{""xpath"": [ '''//*[contains(@text, ""三体"") and contains(@class, ""EditText"")] and //*[contains(@text, ""听书"") and bbox_contains_point(@bounds,$point)  ]    ''' , '''//*[contains(@text, ""真人讲书"")] and //*[contains(@text, ""智能朗读"")  ]''' ]}###{""xpath"": [ '''//*[contains(@text, ""三体"") and contains(@class, ""EditText"")] and //*[contains(@text, ""听书"") and bbox_contains_point(@bounds,$point)  ]   and //*[contains(@text, ""真人讲书"")] and //*[contains(@text, ""智能朗读"")  ]''' ]}"
fanqieread_3,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,搜索,easy,4,用番茄搜索三体的作者是谁,"{""xpath"": [  '''//*[contains(@text, ""三体"")] and //*[contains(@text, ""作者"")] and //*[contains(@text, ""刘慈欣"")  ]''' ]}"
fanqieread_4,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,搜索,easy,4,在番茄里面搜索红楼梦,"{""xpath"": [ '''//*[contains(@text, ""红楼梦"") and contains(@class, ""EditText"") ]'''  ]}"
fanqieread_5,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,搜索,hard,7,"在番茄里面看看明朝那些事儿的书评,并给第一条书评点赞","{""xpath"": [ '''//*[contains(@text, ""明朝那些事儿"") and contains(@text, ""书评"")  and contains(@class, ""EditText"") ]  and //*[contains(@text, ""轻按星星点评此书"") ] and //*[contains(@resource-id, ""id/ewe"") and bbox_contains_point(@bounds,$point) ]  '''  ]}"
fanqieread_6,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,搜索,easy,4,通过番茄小说搜索框搜索“阴间神探","{""xpath"": [ '''//*[contains(@text, ""阴间神探"") and contains(@class, ""EditText"") ]'''  ]}"
fanqieread_7,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,频道,easy,3,打开番茄小说完本榜,"{""xpath"": ['''//*[contains(@text, ""完本榜"") and bbox_contains_point(@bounds,$point) ] ''']}"
fanqieread_8,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,频道,medium,5,打开番茄小说玄幻类的阅读榜,"{""xpath"": ['''//*[contains(@text, ""阅读榜"") and bbox_contains_point(@bounds,$point) ] ''', '''//*[contains(@text, ""玄幻"") and bbox_contains_point(@bounds,$point) ] ''']}"
fanqieread_9,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,频道,medium,6,在番茄里面筛选玄幻、无女主小说,"{""xpath"": ['''//*[contains(@text, ""玄幻"") and contains(@resource-id, ""id/j3"") and (parent::*[contains(@class, ""view.ViewGroup"") ] ) ]  and //*[contains(@text, ""无女主"") and contains(@resource-id, ""id/j3"") and (parent::*[contains(@class, ""view.ViewGroup"") ] ) ]   ''']}"
fanqieread_10,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,频道,medium,6,在番茄里面筛选历史、搞笑轻松小说,"{""xpath"": ['''//*[contains(@text, ""历史"") and contains(@resource-id, ""id/j3"") and (parent::*[contains(@class, ""view.ViewGroup"") ] ) ]  and //*[contains(@text, ""搞笑轻松"") and @selected=""true""]   ''']}"
fanqieread_11,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,频道,hard,8,在番茄里面筛选包含美食、种田、系统等标签的小说,"{""xpath"": ['''//*[contains(@text, ""美食"") and contains(@resource-id, ""id/j3"") and (parent::*[contains(@class, ""view.ViewGroup"") ] ) ] and //*[contains(@text, ""种田"") and contains(@resource-id, ""id/j3"") and (parent::*[contains(@class, ""view.ViewGroup"") ] ) ] and //*[contains(@text, ""系统"") and contains(@resource-id, ""id/j3"") and (parent::*[contains(@class, ""view.ViewGroup"") ] ) ] ''']}"
fanqieread_12,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,频道,hard,9,在番茄女生频道里面筛选包含天灾、末世、无CP等标签的小说,"{""xpath"": ['''//*[contains(@text, ""天灾"") and contains(@resource-id, ""id/j3"") and (parent::*[contains(@class, ""view.ViewGroup"") ] ) ] and //*[contains(@text, ""末世"") and contains(@resource-id, ""id/j3"") and (parent::*[contains(@class, ""view.ViewGroup"") ] ) ] and //*[contains(@text, ""无CP"") and contains(@resource-id, ""id/j3"") and (parent::*[contains(@class, ""view.ViewGroup"") ] ) ] ''']}"
fanqieread_13,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,频道,medium,5,我要看番茄漫画,"{""xpath"": ['''//*[contains(@text, ""漫画"") and bbox_contains_point(@bounds,$point) ] ''']}"
fanqieread_14,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,频道,easy,4,前往番茄听书功能模块,"{""xpath"": ['''//*[contains(@text, ""听书"") and bbox_contains_point(@bounds,$point) ] ''']}"
fanqieread_15,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,书架,easy,4,在番茄书架中查阅浏览历史,"{""xpath"": ['''//*[contains(@text, ""历史"") ]  and //*[contains(@text, ""全部"") ] and //*[contains(@text, ""阅读"") ] and //*[contains(@text, ""听书"") ]   and //*[contains(@text, ""书架"") and @selected=""true""]   ''']}"
fanqieread_16,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,书架,easy,4,去番茄小说我的书架追剧,"{""xpath"": ['''//*[contains(@text, ""追剧"") ]  and (//*[contains(@text, ""找短剧"") ] or //*[contains(@text, ""查看短剧"") ])   and //*[contains(@text, ""书架"") and @selected=""true""]   ''']}"
fanqieread_17,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,书架,hard,7,进入番茄小说的“穿越”圈子并订阅它,"{""xpath"": [  '''//*[contains(@text, ""穿越圈"")] and //*[contains(@text, ""已订阅"")] and //*[contains(@text, ""最热"")]   and //*[contains(@text, ""最新"") ]''' ]}"
fanqieread_18,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,我的,hard,8,把番茄的阅读偏好设置成男生小说,"{""xpath"": [ '''//*[contains(@text, ""选择你的兴趣偏好"")] and //*[contains(@text, ""男生小说"")] and //*[contains(@text, ""女生小说"")] and //*[contains(@text, ""我都爱看"") ]''' ]}"
fanqieread_19,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,我的,easy,4,去番茄小说查看我的消息,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""我的消息"") ])] ''']}"
fanqieread_20,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,我的,medium,5,打开番茄我的关注,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""关注"") ])] and //*[contains(@text, ""编辑资料"") ] ''']}"
fanqieread_21,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,我的,medium,5,查看番茄我下载的记录,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""我的下载"") ])] ''']}"
fanqieread_22,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,我的,hard,5,在番茄小说签到,"{""xpath"": [ '''//*[contains(@text, ""今日签到"")] and //*[contains(@text, ""立即签到"") and bbox_contains_point(@bounds,$point) ] ''' ]}###{""xpath"": [ '''  //*[contains(@text, ""签到赚钱"") and bbox_contains_point(@bounds,$point) ] ''' ]}"
fanqieread_23,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,我的,medium,5,进入番茄小说的笔记页面,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""我的笔记"") ])] ''']}"
fanqieread_24,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,我的,easy,4,查阅番茄小说的历史浏览记录,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""浏览历史"") ])] ''']}"
fanqieread_25,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,设置,hard,7,番茄切换成大字体,"{""xpath"": [ '''//*[contains(@text, ""字体大小预览"")] and //*[contains(@text, ""大"") and bbox_contains_point(@bounds,$point) ] '''  ]} "
fanqieread_26,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,设置,hard,7,在番茄小说中随便打开一本小说，设置字号为22，翻页方式为上下,"{""xpath"": [ '''//*[contains(@text, ""翻页"")] and //*[contains(@text, ""上下"") and bbox_contains_point(@bounds,$point) ] ''' , '''//*[contains(@text, ""字号"")] and //*[contains(@text, ""22"")   ] ''' ]} "
fanqieread_27,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,设置,medium,5,打开番茄小说中一键清理缓存,"{""xpath"": ['''//*[contains(@text, ""一键清理"") and bbox_contains_point(@bounds,$point) ] and  //*[contains(@text, ""清理缓存"") ]   '''  ]}"
fanqieread_28,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,设置,hard,7,在番茄小说中启用消息通知功能,"{""xpath"": [''' //*[contains(@text, ""推送通知"") and ( following-sibling::*[@text=""已开启""])]  ''' ]}###{""xpath"": ['''//*[contains(@resource-id, ""id/be9"") and bbox_contains_point(@bounds,$point) and (preceding-sibling::*[contains(@text, ""接收消息通知"") ] ) ]   ''']}###{""xpath"": [''' //*[contains(@text, ""番 茄免费小说"")] and //*[contains(@text, ""允许通知"")  ]  and //*[contains(@class, ""CheckBox"") and @checkable=""true"" and @checked=""true""]  ''']}"
fanqieread_29,fanqieread,番茄免费小说,com.dragon.read/.pages.splash.SplashActivity,设置,medium,5,查看番茄小说客服电话,"{""xpath"": [''' //*[contains(@text, ""客服"") and contains(@resource-id, ""id/title"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}"
pinduoduo_0,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,搜索,easy,4,拼多多搜索iPhone 16 promax ,"{""xpath"": ['''//*[ (contains(@text, ""iphone"") or contains(@text, ""iPhone"") or contains(@text, ""IPhone"") or contains(@text, ""IPHONE"") ) and contains(@text, ""16"")  and (contains(@text, ""pro"") or contains(@text, ""PRO"")  )   and contains(@resource-id, ""id/pdd"")  and (ancestor::*[contains(@content-desc, ""搜索"")  and contains(@resource-id, ""id/pdd"") ])   ]'''   ]}"
pinduoduo_1,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,搜索,easy,4,拼多多搜索冰箱贴,"{""xpath"": ['''//*[ contains(@text, ""冰箱贴"") and contains(@resource-id, ""id/pdd"")  and (ancestor::*[contains(@content-desc, ""搜索"")  and contains(@resource-id, ""id/pdd"") ])   ]'''   ]}"
pinduoduo_2,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,搜索,easy,3,打开拼多多拍照搜索,"{""xpath"": ['''//*[ contains(@text, ""点击拍照"") and contains(@resource-id, ""id/pdd"")  ]'''   ]}"
pinduoduo_3,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,搜索,easy,5,在拼多多里面查看黑色垃圾袋的商品页,"{""xpath"": ['''//*[ contains(@content-desc, ""袋"") and contains(@content-desc, ""黑"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ] and  //*[ contains(@text, ""收藏"") and contains(@resource-id, ""id/pdd"") ]  and  //*[ contains(@text, ""客服"") and contains(@resource-id, ""id/pdd"") ] '''   ]}"
pinduoduo_4,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,搜索,hard,7,在拼多多里复制一个白色Type-C数据线的商品链接,"{""xpath"": ['''//*[ contains(@content-desc, ""数据线"") and (contains(@content-desc, ""type-c"")  or  contains(@content-desc, ""Type-c""))  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   '''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""复制链接"") and contains(@resource-id, ""id/pdd"") ] ) ]   ''' ]}"
pinduoduo_5,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,搜索,hard,7,在拼多多里面查看一个无线鼠标商品的评价,"{""xpath"": ['''//*[ contains(@content-desc, ""无线"") and contains(@content-desc, ""鼠标"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   '''//*[ contains(@text, ""评价"")  and contains(@text, ""商品"")  and contains(@resource-id, ""id/tv_title"") ]''' ]}"
pinduoduo_6,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,搜索,hard,6,去拼多多收藏1个马克杯，要有卡通小狗图案的,"{""xpath"": ['''//*[ contains(@content-desc, ""小狗"") and contains(@content-desc, ""马克杯"") and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   ''' (//*[ contains(@content-desc, ""收藏"") and contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point)  ] ) or  (//*[ contains(@content-desc, ""已收藏"") and contains(@class, ""LinearLayout"")] )   ''' ]}"
pinduoduo_7,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,搜索,hard,6,去拼多多打开婴儿湿巾的店铺首页,"{""xpath"": ['''//*[ contains(@content-desc, ""婴儿"")  and contains(@content-desc, ""湿巾"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   ''' //*[ (contains(@text, ""店铺"") or contains(@text, ""进店"") or contains(@text, ""进入品牌""))  and bbox_contains_point(../@bounds,$point) ]  ''' ]}"
pinduoduo_8,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,easy,4,查看拼多多限时秒杀第一个商品详情,"{""xpath"": ['''//*[ contains(@text, ""限时秒杀"") and contains(@resource-id, ""id/tv_title"") ]  and //*[contains(@class, ""view.View"") and bbox_contains_point(@bounds,$point)  ] '''   ]}"
pinduoduo_9,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,easy,3,打开拼多多充值中心,"{""xpath"": ['''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""充值中心"") and contains(@resource-id, ""id/name"") ] ) ] ''']} "
pinduoduo_10,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,medium,5,查看拼多多百亿补贴手机类商品,"{""xpath"": ['''//*[contains(@text, ""百亿补贴"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''','''//*[contains(@text, ""手机"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))]''']} "
pinduoduo_11,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,medium,5,查看拼多多多多买菜蔬菜类的第一个商品,"{""xpath"": ['''//*[contains(@text, ""蔬菜"") and contains(@class, ""Button"") and bbox_contains_point(@bounds,$point) ] '''   ]}"
pinduoduo_12,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,medium,5,查看拼多多休闲零食板块的豆干辣条商品列表,"{""xpath"": ['''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""休闲零食"") and contains(@resource-id, ""id/name"") ] ) ]   ''',  '''   //*[contains(@text, ""豆干辣条"") and @selected=""true""]  ''' ]}"
pinduoduo_13,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,medium,5,查看拼多多男装板块的上衣外套第一个商品的详情,"{""xpath"": ['''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""上衣外套"") and contains(@resource-id, ""id/name"") ] ) ]   ''',  ''' //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ] ''' ]}"
pinduoduo_14,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,hard,7,复制拼多多频道的水杯餐具类目第一款商品链接,"{""xpath"": ['''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""水杯餐具"") and contains(@resource-id, ""id/name"") ] ) ]   ''',  ''' //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ] ''' , '''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""复制链接"") and contains(@resource-id, ""id/pdd"") ] ) ]   ''' ]}"
pinduoduo_15,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,hard,9,查看拼多多手机小米类目第一款商品评价,"{""xpath"": ['''//*[ contains(@content-desc, ""小米"") and contains(@content-desc, ""手机"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   '''//*[ contains(@text, ""评价"") and contains(@text, ""商品"")  and contains(@resource-id, ""id/tv_title"") ]''' ]}"
pinduoduo_16,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,medium,6,收藏拼多多袜子第一款商品,"{""xpath"": ['''//*[ contains(@content-desc, ""袜子"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   ''' (//*[ contains(@content-desc, ""收藏"") and contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point)  ] ) or  (//*[ contains(@content-desc, ""已收藏"") and contains(@class, ""LinearLayout"")] )   ''' ]}"
pinduoduo_17,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,hard,7,查看拼多多橡皮泥第三款商品的评价,"{""xpath"": ['''//*[ contains(@content-desc, ""橡皮泥"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,    '''//*[ contains(@text, ""评价"")  and contains(@text, ""商品"")  and contains(@resource-id, ""id/tv_title"") ]'''  ]}"
pinduoduo_18,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,hard,8,查看并关注拼多多女鞋第一款商品的所属店铺,"{""xpath"": ['''//*[ contains(@content-desc, ""女"") and contains(@content-desc, ""鞋"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   '''//*[ contains(@text, ""已关注"") ]  and //*[ contains(@text, ""客服"") ]  ''' ]}###{""xpath"": ['''//*[ contains(@content-desc, ""女"") and contains(@content-desc, ""鞋"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ] and //*[ contains(@text, ""已关注"") ]  and //*[ contains(@text, ""客服"") ]  ''' ]}"
pinduoduo_19,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,hard,7,打开拼多多查看垂钓装备第一款商品的发货说明详情,"{""xpath"": ['''//*[ (contains(@content-desc, ""鱼"") or  contains(@content-desc, ""渔"") or   contains(@content-desc, ""钓"") ) and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   '''//*[ contains(@text, ""发货说明"")  and contains(@class, ""TextView"") ]  ''' ]}"
pinduoduo_20,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,频道,hard,7,打开拼多多查看自行车第一款商品的店铺详情,"{""xpath"": ['''//*[ contains(@content-desc, ""自行车"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,    '''//*[ contains(@text, ""店铺"") ]  and //*[ contains(@text, ""关注"") ]  and //*[ contains(@text, ""客服"") ]  ''' ]}"
pinduoduo_21,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,个人中心,easy,4,在拼多多查看我待付款的订单,"{""xpath"": [  ''' //*[ contains(@text, ""我的订单"")  and contains(@resource-id, ""id/tv_title"") ]  and   //*[contains(@text, ""待付款"") and @selected=""true""]  ''' ]}"
pinduoduo_22,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,个人中心,easy,4,拼多多查看我的评价,"{""xpath"": [  ''' //*[ contains(@text, ""我的订单"")  and contains(@resource-id, ""id/tv_title"") ]  and   //*[contains(@text, ""评价"") and @selected=""true""]  ''' ]}"
pinduoduo_23,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,个人中心,easy,4,打开拼多多，查看多多钱包余额,"{""xpath"": ['''//*[contains(@text, ""多多钱包"")  and bbox_contains_point(../@bounds,$point)] ''' ]}"
pinduoduo_24,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,个人中心,easy,4,拼多多看我有哪些优惠券,"{""xpath"": ['''//*[contains(@text, ""优惠券"")  and bbox_contains_point(../@bounds,$point)] ''' ]}"
pinduoduo_25,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,个人中心,medium,5,查看拼多多店铺浏览历史,"{""xpath"": [  ''' //*[ contains(@text, ""历史浏览"")  and contains(@resource-id, ""id/tv_title"") ]  and   //*[contains(@text, ""店铺"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''' ]}"
pinduoduo_26,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,个人中心,hard,7,暂时关闭拼多多自动免拼,"{""xpath"": [  ''' //*[ contains(@text, ""免拼设置"")  and contains(@resource-id, ""id/tv_title"") ] and //*[contains(@text, ""暂时关闭"")   ]  ''' ]}"
pinduoduo_27,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,个人中心,hard,6,开启拼多多长辈模式,"{""xpath"": ['''//*[contains(@text, ""切换为长辈版"") and contains(@class, ""android.widget.Button"") and bbox_contains_point(@bounds,$point)] ''']}"
pinduoduo_28,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,个人中心,hard,8,把拼多多头像更换为相册第一张照片,"{""xpath"": ['''//*[contains(@text, ""从手机相册选择"")  and bbox_contains_point(@bounds,$point)] ''' and  '''//*[contains(@resource-id, ""id/pdd"")  and bbox_contains_point(@bounds,$point)  and  (preceding-sibling::*[contains(@text, ""裁剪"") ])] ''' ]}"
pinduoduo_29,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,个人中心,easy,4,去拼多多看看我收藏的商品,"{""xpath"": [''' //*[contains(@text, ""商品收藏"")   and (bbox_contains_point(../@bounds,$point) )] ''']} "
minimap_0,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,搜索,medium,7,在高德地图中查找前往一家附近的烤肉店的路线,"{""xpath"": ['''//*[contains(@content-desc, ""烤肉"") and contains(@content-desc, ""搜索"")] and //*[contains(@content-desc, ""烤肉"")]''']}"
minimap_1,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,搜索,hard,10,在高德地图中查一下上海市外地小客车的限行政策,"{""xpath"": ['''//*[contains(@text, ""上海市"")]  and //*[contains(@text, ""查看限行政策"")]  and //*[contains(@text, ""外地小客车"")] ''']}"
minimap_2,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,搜索,hard,5,在高德地图中查看一下北京8号线的地铁图,"{""xpath"": ['''//*[contains(@content-desc, ""搜索框"") and contains(@content-desc, ""8号线"")] and //*[contains(@content-desc, ""地铁8号线"")] ''']} ###{""xpath"": [''' //*[contains(@text, ""地铁图"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}"
