task_id,task_identifier,task_app,task_app_CHN,adb_home_page,functional_point,difficulty_level,golden_steps,goal,key_nodes,Reset,reset_steps,reset_query,reset_xpath
,pinduoduo_26,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,个人中心,hard,7,暂时关闭拼多多自动免拼,"{""xpath"": [  ''' //*[ contains(@text, ""免拼设置"")  and contains(@resource-id, ""id/tv_title"") ] and //*[contains(@text, ""暂时关闭"")   ]  ''' ]}",Need,7,打开拼多多的自动免拼。步骤如下：1. 打开拼多多，点击首页右下角的“个人中心”按钮，进入个人中心页面。 2. 向上滑动，直到页面中出现设置按钮。3.点击“设置”按钮，进入设置页。4. 点击免拼设置选项。 5. 点击免拼设置页面下方的自动免拼选项。 5. 点击开启，完成任务。按照以上步骤打开拼多多的自动免拼,"{""xpath"": [  ''' //*[ contains(@text, ""免拼设置"")  and contains(@resource-id, ""id/tv_title"") ]    ''' ]}"
,pinduoduo_27,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,个人中心,hard,6,开启拼多多长辈模式,"{""xpath"": ['''//*[contains(@text, ""切换为长辈版"") and contains(@class, ""android.widget.Button"") and bbox_contains_point(@bounds,$point)] ''']}",Need,6,关闭拼多多长辈模式。步骤如下：1. 打开拼多多，点击首页右下角的“个人中心”按钮，进入个人中心页面。 2. 如果页面右上方有“关闭大字版”按钮，说明长辈模式已经打开，点击该按钮。如果没有这个按钮，说明长辈模式未打开，无需关闭。 3. 在点击“关闭大字版”按钮后，在长辈版页面中点击关闭长辈版，完成任务。按照以上步骤关闭拼多多长辈模式。,"{""xpath"": ['''//*[contains(@text, ""关闭长辈版"") and contains(@class, ""android.widget.Button"") and bbox_contains_point(@bounds,$point)] ''']}###{""xpath"": ['''//*[contains(@text, ""关闭大字版"")  and bbox_contains_point(@bounds,$point)] ''']}###{""xpath"": [ '''//*[contains(@text, ""设置"")] and //*[contains(@text, ""我的订单"")] and //*[contains(@text, ""查看全部"")] and //*[contains(@text, ""个人中心"") ]''' ]}"
,pinduoduo_28,pinduoduo,拼多多,com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity,个人中心,hard,8,把拼多多头像更换为相册第一张照片,"{""xpath"": ['''//*[contains(@text, ""从手机相册选择"")  and bbox_contains_point(@bounds,$point)] ''' and  '''//*[contains(@resource-id, ""id/pdd"")  and bbox_contains_point(@bounds,$point)  and  (preceding-sibling::*[contains(@text, ""裁剪"") ])] ''' ]}",Need,8,把拼多多头像更换为相册中随机一张照片。步骤如下：1. 打开拼多多，点击首页右下角的“个人中心”按钮，进入个人中心页面。 2. 如果个人中心页面左上方的用户头像，进入“我的资料”页。 3. 在我的资料页中点击头像选项。 4. 在弹出的选项中选择“从手机相册选择”。 5. 在相机胶卷中选择第一张图片。6. 在裁剪页中选择对钩图标，更换头像完成。按照以上步骤更换拼多多头像。,"{""xpath"": ['''//*[contains(@text, ""从手机相册选择"")  and bbox_contains_point(@bounds,$point)] ''' and  '''//*[contains(@resource-id, ""id/pdd"")  and bbox_contains_point(@bounds,$point)  and  (preceding-sibling::*[contains(@text, ""裁剪"") ])] ''' ]}"
,minimap_13,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,频道,medium,5,查看高德地图回西二旗地铁站的公交,"{""xpath"": ['''   //*[contains(@text, ""公共交通"") and @selected=""true""]   and   //*[contains(@text, ""我的位置"")  and contains(@resource-id, ""id/route_edit_summary_start"")  ]  and //*[contains(@text, ""西二旗"")  and contains(@resource-id, ""id/route_edit_summary_end"")  ]  ''' ]}",Search,5,清除高德地图的搜索历史。步骤如下：1. 打开高德地图，确定在“首页”板块而不是“我的”板块，点击“首页”里的搜索框。2.在搜索页中的历史记录那一栏右侧有一个清空按钮，这代表着清空历史记录，点击这个按钮。3.  在弹出的“清空历史记录”的弹窗中，点击“立即清空”按钮。   按照以上步骤清空搜索历史,"{""xpath"": [ '''//*[contains(@text, ""清空历史记录"")] and //*[contains(@text, ""立即清空"") and bbox_contains_point(@bounds,$point) ] ''' ]} "
,minimap_15,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,常用地点,hard,9,高德设置一下公司的地址为小米科技园B栋,"{""xpath"": ['''   //*[contains(@text, ""公司  小米科技园"") ]  ''' ]}",Need,9,高德取消设置小米科技园B栋为公司地址。步骤如下：1. 打开高德地图，点击首页右下角的“我的”按钮，进入个人中心页面。 2. 如果个人中心页面右上方的螺帽状的设置图标，进入设置页。 3. 在设置页中点击常去地点管理选项。 4. 在常去地点页面中检查有没有类似“公司 小米科技园”的地点，如果没有，说明任务已完成，无需更多操作。 如果有，点击该地点右侧的三个点形状的图标，打开更多选项。5. 在弹出的选项中点击“删除”。按照以上步骤取消对公司地址的设置。,"{""xpath"": [ '''//*[contains(@text, ""家"")] and //*[contains(@text, ""公司"")] ''' ]} "
,minimap_16,minimap,高德地图,com.autonavi.minimap/com.autonavi.map.activity.SplashActivity,常用地点,hard,9,高德设置一下家的地址为北京大学东门,"{""xpath"": [''' //*[contains(@text, ""家 北京大学"") ] ''' ]}",Need,9,高德取消设置北京大学东门为家的地址。步骤如下：1. 打开高德地图，点击首页右下角的“我的”按钮，进入个人中心页面。 2. 如果个人中心页面右上方的螺帽状的设置图标，进入设置页。 3. 在设置页中点击常去地点管理选项。 4. 在常去地点页面中检查有没有类似“家 北京大学”的地点，如果没有，说明任务已完成，无需更多操作。 如果有，点击该地点右侧的三个点形状的图标，打开更多选项。5. 在弹出的选项中点击“删除”。按照以上步骤取消对家的地址的设置。,"{""xpath"": [ '''//*[contains(@text, ""家"")] and //*[contains(@text, ""公司"")] ''' ]} "
,qq_2,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,搜索,easy,5,打开QQ搜索找“吓死我了”表情,"{""xpath"": [ '''//*[contains(@text, ""吓死我了"")]   and //*[contains(@text, ""表情"") and @selected=""true""] ''' ]}",Search,5,去QQ清除搜索历史。步骤如下：1. 打开QQ，确定在"消息"的目录栏，点击首页顶部的搜索框。2.在搜索页中的最近搜索那一栏右侧有一个垃圾桶按钮，这代表着清空搜索历史，点击这个垃圾桶按钮。3. 在展开项目中，点击“清空”按钮。  按照以上步骤清空搜索历史,"{""xpath"": [ ''' //*[contains(@text, ""清空"") and bbox_contains_point(@bounds,$point) ] ''' ]} "
,qq_12,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,消息,hard,9,"打开QQ,将绕堤沙的名片发送给绕堤沙","{""xpath"": [ ''' //*[contains(@text, ""发送给"") ] and  //*[contains(@text, ""绕堤沙"")  ] and  //*[contains(@text, ""绕堤沙"") ] and //*[contains(@text, ""确定"") and contains(@resource-id, ""id/dialogRightBtn"") and bbox_contains_point(@bounds,$point) ] ''' ]}",Message,9,打开QQ，删除和绕堤沙的聊天记录。步骤如下：1. 打开QQ，点击绕堤沙的名字，打开和他的聊天窗口。2.在和绕堤沙的聊天界面里面，点击右上角的一个三条横线的按钮，调出设置菜单。 3. 在设置菜单中，点击删除聊天记录这个选项。 4. 在弹出窗口中，点击确认按钮。按照以上步骤删除和绕堤沙的聊天记录。,"{""xpath"": [ ''' //*[contains(@text, ""绕堤沙"")  ]  and //*[contains(@text, ""聊天设置"")  ]  ''' , ''' //*[contains(@text, ""确定删除本地聊天记录"")   ] and //*[contains(@text, ""确定"")  and bbox_contains_point(@bounds,$point) ] ''' ]}"
,qq_13,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,消息,hard,6,打开QQ，将和绕堤沙的聊天设为置顶,"{""xpath"": ['''//*[contains(@text, ""绕堤沙"") ] ''', '''//*[contains(@text, ""设为置顶"") ] and //*[contains(@text, ""聊天设置"") and contains(@resource-id, ""id/ivTitleName"") ] ''']} ",Need,6,打开QQ，将和绕堤沙的聊天取消置顶。步骤如下：1. 打开QQ，点击绕堤沙的名字，打开和他的聊天窗口。2.在和绕堤沙的聊天界面里面，点击右上角的一个三条横线的按钮，调出设置菜单。 3. 在设置菜单中，观察设为置顶这个选项，如果开关是打开的，关掉开关，取消将绕堤沙设为置顶。如果开关是关闭的，无需更多操作。按照以上步骤取消置顶和绕堤沙的聊天。,"{""xpath"": ['''//*[contains(@text, ""绕堤沙"") ] ''', '''//*[contains(@text, ""设为置顶"") ] and //*[contains(@text, ""聊天设置"") and contains(@resource-id, ""id/ivTitleName"") ] ''']} "
,qq_15,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,个人中心,medium,5,设置QQ状态为听歌中,"{""xpath"": [ ''' //*[contains(@text, ""听歌中"") and @selected=""true""] ''' ]}",Need,5,设置QQ状态为隐身。步骤如下：1. 打开QQ，页面左上角有头像和QQ名和一个图标。QQ名下方的图标就代表了当前的QQ状态，点击这个图标进入状态列表。 2. 在状态列表中选择隐身。完成任务。按照以上步骤设置QQ状态为隐身。,"{""xpath"": [ ''' //*[contains(@text, ""隐身"") and @selected=""true""] ''' ]}"
,qq_19,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,个人中心,hard,8,我要更换QQ模式到关怀模式,"{""xpath"": [ '''  //*[contains(@text, ""开启关怀模式"") and bbox_contains_point(@bounds,$point) ] ''' ]}",Need,8,关闭QQ的关怀模式。步骤如下：1. 打开QQ，点击页面左上角的头像，进入个人中心。 2. 在个人中心中点击左下角的设置按钮。 3. 在设置界面里选择“模式选择”选项。 4. 在模式选择里选中普通模式，如果本来选中的就是普通模式就无需更多操作。 5. 在弹出的提示需要重启才生效的窗口中，点击确定按钮，任务完成。通过以上步骤关闭关怀模式。,"{""xpath"": ['''//*[contains(@text, ""模式选择"") ]  and //*[contains(@text, ""普通模式"") ] and //*[contains(@text, ""关怀模式"")  ] ''']} "
,qq_20,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,个人中心,easy,4,打开QQ的夜间模式,"{""xpath"": ['''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""夜间"")  ] ) ] ''']} ###{""xpath"": ['''//*[contains(@class, ""widget.RecyclerView"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""夜间模式"") ] ) ] ''']} ",Need,4,关闭QQ的夜间模式。步骤如下：1. 打开QQ，点击页面左上角的头像，进入个人中心。 2. 在个人中心中，如果页面左下角有一个“日间”按钮，说明当前是夜间模式，点击日间按钮以关闭夜间模式。如果页面左下角有一个“夜间”按钮，说明当前的夜间模式已关闭，无需更多操作。通过以上步骤关闭夜间模式。,"{""xpath"": ['''//*[contains(@text, ""设置"") ]  and //*[contains(@text, ""夜间"") ] and //*[contains(@text, ""相册"")  ] and //*[contains(@text, ""收藏"")  ] ''']} "
,qq_27,qq,QQ,com.tencent.mobileqq/.activity.SplashActivity,动态,medium,5,打开QQ动态给最新的一条动态点赞,"{""xpath"": ['''   //*[contains(@text, ""动态"") and @selected=""true""]  ''' , '''  //*[contains(@class, ""ImageView"") and @selected=""true""]  ''' ]}",Need,5,打开QQ取消对给最新的一条动态的点赞。步骤如下：1. 打开QQ，点击页面右下角的“动态”图标，进入动态页面。 2. 在动态页面中，查看第一条动态。在动态洗发，找到拇指形状的点赞按钮。如果这个按钮是蓝色的，说明当前已点赞，再次点击它以取消点赞。如果这个按钮是透明的，说明当前未点赞，无需更多操作。通过以上步骤取消对给最新的QQ动态的点赞。,"{""xpath"": ['''   //*[contains(@text, ""动态"") and @selected=""true""]  ''' , '''  //*[contains(@class, ""ImageView"") and @selected=""false""]  ''' ]}"
,wuba_7,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,搜索,hard,7,在58同城中查看58官方的日常保洁的具体用户评价,"{""xpath"": [  '''//*[contains(@text, ""保洁"")]  ''' ,''' //*[contains(@text, ""总分"")] and //*[contains(@text, ""服务评价"")  ]''' ]}",Search,7,清除58同城的搜索记录。步骤如下：1. 打开58同城，点击首页顶部的搜索框。2.在搜索页中的历史搜索那一栏右侧有一个垃圾桶按钮，这代表着清空搜索历史，点击这个垃圾桶按钮。3. 在“是否要清空搜索历史”的弹窗中，点击“确定”按钮。  按照以上步骤清空搜索历史,"{""xpath"": [ '''//*[contains(@text, ""清空搜索历史"")] and //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ] ''' ]} "
,wuba_12,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,搜索,medium,6,帮我在58同城中把当前城市改为合肥,"{""xpath"": ['''  //*[contains(@text, ""合肥"")  and contains(@resource-id, ""id/title"")  ]   ''' ]}",Need,6,在58同城中把当前城市改为北京。步骤如下：1. 打开58同城，首页的左上角显示的是APP定位的当前城市，点击它。 2.在城市列表的顶部是一个搜索框，点击搜索框。3. 在城市列表的搜索框中输入“北京”。 4. 在搜索结果中选中北京。按照以上步骤将当前城市改为北京。,"{""xpath"": ['''  //*[contains(@text, ""北京"")  and contains(@resource-id, ""id/title"")  ]   ''' ]}"
,wuba_23,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,设置,hard,6,去58同城打开长辈模式,"{""xpath"": [ '''  //*[contains(@text, ""开启长辈模式"") and contains(@resource-id, ""id/switch_elder"") and bbox_contains_point(@bounds,$point) ] ''' ]}",Need,6,去58同城关闭长辈模式。步骤如下：1. 打开58同城，点击首页右下角的“我的”按钮，进入个人中心页面。 2. 如果页面左下角有“返回普通版”按钮，说明长辈模式已经打开，点击该按钮。如果没有这个按钮，说明长辈模式未打开，无需关闭。 3. 在点击“返回普通版”按钮后，在长辈模式页面中点击关闭长辈模式，完成任务。按照以上步骤关闭58同城长辈模式。,"{""xpath"": ['''//*[contains(@text, ""关闭长辈模式"") and bbox_contains_point(@bounds,$point)] ''']}###{""xpath"": [ '''//*[contains(@text, ""设置"")] and //*[contains(@text, ""我的发布"")] and //*[contains(@text, ""我的收藏"")] and //*[contains(@text, ""扫一扫"") ]''' ]}"
,wuba_24,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,设置,hard,9,去58同城关闭首页视频自动播放,"{""xpath"": [''' //*[contains(@text, ""自动播放设置"")] and  //*[contains(@text, ""关闭"") ]  and //*[contains(@text, ""首页视频直播自动播放设置"") ]  ''']} ",Need,9,去58同城将首页视频自动播放设置为“移动网络和WiFI”。步骤如下：1. 打开58同城，点击首页右下角的“我的”按钮，进入个人中心页面。 2. 点击页面右上角的设置按钮。 3. 点击自动播放设置选择。4.  如果“首页视频直播自动播放设置”的选项选择的是“移动网络和WiFI”，说明任务已完成，无需更多操作。否则，点击“首页视频直播自动播放设置”选项，打开选项卡。 5. 在选项卡中选中“移动网络和WiFI”。 6. 点击确定按钮，完成任务。按照以上步骤关闭58同城首页视频自动播放。,"{""xpath"": [''' //*[contains(@text, ""自动播放设置"")] and  //*[contains(@text, ""移动网络和WiFi"") ]  and //*[contains(@text, ""首页视频直播自动播放设置"") ]  ''']} "
,wuba_26,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,我的,hard,10,去58同城将我目前的状态更换为随便看看,"{""xpath"": ['''  //*[contains(@text, ""状态"")  and contains(@resource-id, ""id/userinfo_edit_lable"") ]    and //*[contains(@text, ""随便看看"") and contains(@resource-id, ""id/userinfo_edit_value"")  ]     ''' ]}",Need,10,去58同城将状态更换为租房。步骤如下：1. 打开58同城，点击首页右下角的“我的”按钮，进入个人中心页面。2，点击左上角的头像和名字下的“个人主页” 2. 打开“个人主页”后，点击“编辑资料”按钮，进入个人信息页。 3. 在个人信息页中点击头像和账号名右侧的编辑图标，编辑图标长得像一支铅笔和纸。进入编辑个人资料页面。 4. 点击“状态”选项，打开选项卡。 5. 在选项卡中选中“租房”。 6. 点击确定按钮，完成任务。按照以上步骤将58同城状态更换为租房。,"{""xpath"": ['''  //*[contains(@text, ""状态"")  and contains(@resource-id, ""id/userinfo_edit_lable"") ]    and //*[contains(@text, ""租房"") and contains(@resource-id, ""id/userinfo_edit_value"")  ]     ''' ]}"
,wuba_27,wuba,58同城-招聘找工作租房家政买车,com.wuba/.home.activity.HomeActivity,我的,hard,11,去58同城将我的性别修改为女,"{""xpath"": ['''  //*[contains(@text, ""我是"")  and contains(@resource-id, ""id/userinfo_edit_lable"") ]    and //*[contains(@text, ""女"") and contains(@resource-id, ""id/userinfo_edit_value"")  ]     ''' ]}",Need,11,去58同城将性别修改为男。步骤如下：1. 打开58同城，点击首页右下角的“我的”按钮，进入个人中心页面。 2. 点击“编辑资料”按钮，进入个人信息页。 3. 在个人信息页中点击头像和账号名右侧的编辑图标，编辑图标长得像一支铅笔和纸。进入编辑个人资料页面。 4.  点击“我是”选项，打开选项卡。 5. 在选项卡中选中“男”。 6. 点击确定按钮，完成任务。按照以上步骤将58同城状态更换为租房。,"{""xpath"": ['''  //*[contains(@text, ""我是"")  and contains(@resource-id, ""id/userinfo_edit_lable"") ]    and //*[contains(@text, ""男"") and contains(@resource-id, ""id/userinfo_edit_value"")  ]     ''' ]}"
,tonghuashun_9,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,搜索,hard,8,在同花顺看一下燕京啤酒的历史回看,"{""xpath"": [''' //*[contains(@text, ""历史回看"") and contains(@resource-id, ""id/title_bar_middle"") ]  and //*[contains(@text, ""燕京啤酒"") ] ''' ]}",Search,8,清除同花顺的搜索记录。步骤如下：1. 打开同花顺，点击首页顶部的搜索框。2.在搜索页中的历史搜索那一栏右侧有一个垃圾桶按钮，这代表着清空搜索历史，点击这个垃圾桶按钮。3. 在“确认清除全部历史记录”的弹窗中，点击“确定”按钮。  按照以上步骤清空搜索历史,"{""xpath"": [ '''//*[contains(@text, ""全部历史记录"")] and //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ] ''' ]} ###{""xpath"": [''' //*[ contains(@resource-id, ""id/search_input"") ]  and //*[contains(@text, ""搜索发现"")] and not(//*[contains(@text, ""搜索历史"")] ) ''' ]}"
,tonghuashun_27,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,设置,hard,6,在同花顺开启长辈版,"{""xpath"": [''' //*[contains(@text, ""开启长辈版"") and contains(@resource-id, ""id/tv_older_mode_switch"")  and bbox_contains_point(@bounds,$point)  ] ''' ]}###{""xpath"": [''' //*[contains(@text, ""长辈版"") ] and //*[contains(@text, ""已开启"") ] ''' ]}",Need,6,去同花顺关闭长辈版。步骤如下：1. 打开同花顺，点击首页左上角的用户头像，进入个人中心页面。 2. 点击右上角的设置图标，进入系统设置。 3. 在系统设置中，如果“长辈版”的选项显示已开启，点击该选项。如果选项显示未开启，说明长辈模式未打开，无需关闭。 3. 在长辈版页面中点击“关闭长辈版”按钮，完成任务。按照以上步骤关闭同花顺长辈版。,"{""xpath"": [''' //*[contains(@text, ""关闭长辈版"") and contains(@resource-id, ""id/tv_older_mode_switch"")  and bbox_contains_point(@bounds,$point)  ] ''' ]}###{""xpath"": [''' //*[contains(@text, ""长辈版"") ] and //*[contains(@text, ""未开启"") ] ''' ]}"
,tonghuashun_28,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,设置,medium,5,在同花顺开启屏幕常亮,"{""xpath"": ['''//*[contains(@text, ""屏幕常亮"")     and contains(@resource-id, ""id/textView"")  and ( following-sibling::*[contains(@content-desc, ""已关闭"") and contains(@resource-id, ""id/switch_button"") ]) ]  ''' ]}",Need,5,在同花顺关闭屏幕常亮。步骤如下：1. 打开同花顺，点击首页左上角的用户头像，进入个人中心页面。 2. 点击右上角的设置图标，进入系统设置。 3. 在系统设置中，如果“屏幕常亮”的开关显示开启，点击该开关以关闭它。如果开关显示关闭，说明屏幕常亮未打开，无需关闭。 按照以上步骤关闭同花顺屏幕常亮。,"{""xpath"": ['''//*[contains(@text, ""屏幕常亮"")     and contains(@resource-id, ""id/textView"")  and ( following-sibling::*[contains(@content-desc, ""已开启"") and contains(@resource-id, ""id/switch_button"") ]) ]  ''' ]}"
,tonghuashun_29,tonghuashun,同花顺-股票炒股,com.hexin.plat.android/.Hexin,设置,hard,6,在同花顺设置主题为黑色,"{""xpath"": ['''  //*[contains(@text, ""主题换肤"")  and (bbox_contains_point(../@bounds,$point) )] ''']}",Need,6,在同花顺设置主题为白色。步骤如下：1. 打开同花顺，点击首页左上角的用户头像，进入个人中心页面。 2. 点击右上角的设置图标，进入系统设置。 3. 在系统设置中，点击主题换肤选项。 4. 在主题换肤页面中，选中“始终显示白色”选项。 按照以上步骤设置主题为白色。,"{""xpath"": ['''  //*[contains(@text, ""主题换肤"")  and (bbox_contains_point(../@bounds,$point) )] ''']}"
,baidubrowser_7,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,频道,hard,8,把百度浏览器小说频道的完结榜的第一本书加入书架,"{""xpath"": ['''//*[contains(@text, ""小说"") and @selected=""true""] and //*[contains(@text, ""完结榜"")  and bbox_contains_point(@bounds,$point)]  ''' ,  ''' //*[contains(@text, ""已加书架"")] ''' ]}",Need,8,去百度浏览器删除我的书架中的第一本书。步骤如下：1. 打开百度浏览器，点击首页右下角的“我的”按钮，进入个人中心页面。 2. 点击页面中的“书架”按钮，进入我的书架。3. 点击页面上边栏，搜索符号‘放大镜’右边的三个点形状的图标，打开拓展功能。4. 点击拓展功能里面的编辑书书架按钮。 5. 选中书架里的第一本书。 6. 点击页面底部的删除。按照以上步骤删除我的书架中的第一本书。,"{""xpath"": [ '''//*[contains(@text, ""全选"")] and //*[contains(@text, ""取消"")] and //*[contains(@text, ""删除"") ]''' ]}"
,baidubrowser_13,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,medium,5,在百度浏览器打开无痕浏览模式,"{""xpath"": [''' //*[contains(@text, ""已开启无痕浏览"")  and contains(@resource-id, ""id/obfuscated"")] ''']} ###{""xpath"": [''' //*[contains(@text, ""退出无痕"")  and contains(@resource-id, ""id/obfuscated"")] ''']} ",Need,5,去百度浏览器关闭无痕模式。步骤如下：1. 打开百度浏览器，点击首页右下角的“我的”按钮，进入个人中心页面。 2. 点击页面中右上角的有个齿轮状的设置图标，展开更多功能。 3. 在常用功能里，如果发现“退出无痕”按钮，说明当前处于无痕模式，点击“退出无痕”按钮退出该模式，任务结束。如果发现“无痕模式”按钮，说明当前处于普通模式，无需进一步操作，任务结束。按照以上步骤关闭无痕模式。,"{""xpath"": [''' //*[contains(@text, ""无痕模式"")  and contains(@resource-id, ""id/obfuscated"")] ''']} "
,baidubrowser_14,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,medium,5,设置百度浏览器为夜间模式,"{""xpath"": ['''//*[contains(@class, ""FrameLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""夜间模式"") ] ) ] ''']}###{""xpath"": [''' //*[contains(@text, ""日间模式"")  and contains(@resource-id, ""id/obfuscated"")] ''']} ",Need,5,设置百度浏览器为日间模式。步骤如下：1. 打开百度浏览器，点击首页右下角的“我的”按钮，进入个人中心页面。 2. 点击页面中右上角的有个齿轮状的设置图标，展开更多功能。 3. 在常用功能里，如果发现“日间模式”按钮，说明当前处于夜间模式，点击“日间模式”按钮更换模式。如果发现“夜间模式”按钮，说明当前已处于日间模式，无需进一步操作。按照以上步骤设置百度浏览器为日间模式。,"{""xpath"": [''' //*[contains(@text, ""夜间模式"")  and contains(@resource-id, ""id/obfuscated"")] ''']} "
,baidubrowser_15,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,hard,17,在百度浏览器中添加一个收货地址，姓名是张三，电话是13810069493，地区是北京海淀区清河街道，详细地址是小米科技园,"{""xpath"": [  '''//*[contains(@text, ""张三"")] and //*[contains(@text, ""123"")] and //*[contains(@text, ""北京  海淀区  清河街道"")] and //*[contains(@text, ""小米科技园"")] and  //*[contains(@text, ""保存"")  and bbox_contains_point(@bounds,$point) ]  ''' ]}",Need,17,去百度浏览器删除姓名是张三的收货地址。步骤如下：1. 打开百度浏览器，点击首页右下角的“我的”按钮，进入个人中心页面。 2. 点击页面中右上角的有个齿轮状的设置图标，展开更多功能。 3. 在常用功能里，点击收货地址按钮。4. 在我的地址页中，如果发现了一个姓名是张三的收货地址，点击地址右侧的编辑图标。5. 在编辑地址页中，点击“删除地址”按钮。 6. 在“删除提升”弹窗中，点击删除按钮。按照以上步骤删除姓名是张三的收货地址。,"{""xpath"": [ '''//*[contains(@text, ""我的地址"")] and //*[contains(@text, ""添加地址"") ]''' ]}"
,baidubrowser_16,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,hard,7,关闭百度浏览器的通知栏消息,"{""xpath"": [ '''  //*[@checkable=""true"" and @checked=""false"" and  contains(@class, ""CheckBox"")] and  //*[contains(@text, ""通知栏消息"")] ''' ]}###{""xpath"": [''' //*[contains(@text, ""关闭通知权限"")] and  //*[contains(@text, ""关闭"")  and bbox_contains_point(../@bounds,$point) ] ''']}",Need,7,打开百度浏览器的通知栏信息。步骤如下：1. 打开百度浏览器，点击首页右下角的“我的”按钮，进入个人中心页面。 2. 点击页面中右上角的有个齿轮状的设置图标，展开更多功能。 3. 点击更多功能菜单底部的“设置”按钮，进入设置页。4. 点击“消息设置”选项。 5.如果“通知栏消息”的开关显示关闭，点击该开关以开启它。如果开关显示开启，说明通知栏信息已打开，无需更多操作。 按照以上步骤打开百度浏览器的通知栏信息。,"{""xpath"": [ '''  //*[@checkable=""true"" and @checked=""true"" and  contains(@class, ""CheckBox"")] and  //*[contains(@text, ""通知栏消息"")]  ''' ]}"
,baidubrowser_17,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,hard,7,在百度浏览器关闭图片自动播放,"{""xpath"": [ '''  //*[@checkable=""true"" and @checked=""false""  ] and  //*[contains(@text, ""图片自动播放"")]  ''' ]}###{""xpath"": [''' //*[contains(@text, ""图片自动播放"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}",Need,7,打开百度浏览器的图片自动播放。步骤如下：1. 打开百度浏览器，点击首页右下角的“我的”按钮，进入个人中心页面。 2.点击页面中右上角的有个齿轮状的设置图标，展开更多功能。 3. 点击更多功能菜单底部的“设置”按钮，进入设置页。4. 点击“播放设置”选项。 5.如果“图片自动播放”的开关显示关闭，点击该开关以开启它。如果开关显示开启，说明图片自动播放已打开，无需更多操作。 按照以上步骤打开百度浏览器的图片自动播放。," {""xpath"": [ '''  //*[@checkable=""true"" and @checked=""true"" and  contains(@class, ""CheckBox"")] and  //*[contains(@text, ""图片自动播放"")]  ''' ]}"
,baidubrowser_18,baidubrowser,百度-AI智能搜索,com.baidu.searchbox/.MainActivity,设置,hard,7,在百度浏览器设置应用安装后删除安装包,"{""xpath"": [ '''  //*[@checkable=""true"" and @checked=""true""] and  //*[contains(@text, ""应用安装后删除安装包"")] ''' ]}###{""xpath"": [''' //*[contains(@text, ""应用安装后删除安装包"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}",Need,7,在百度浏览器取消应用安装后删除安装包的设置。步骤如下：1. 打开百度浏览器，点击首页右下角的“我的”按钮，进入个人中心页面。 2.点击页面中右上角的有个齿轮状的设置图标，展开更多功能。 3. 点击更多功能菜单底部的“设置”按钮，进入设置页。4. 点击“下载设置”选项。 5.如果“应用安装后删除安装包”的开关显示打开，点击该开关以关闭它。如果开关显示关闭，说明应用安装后删除安装包已关闭，无需更多操作。 按照以上步骤关闭百度浏览器的应用安装后删除安装包。," {""xpath"": [ '''  //*[@checkable=""true"" and @checked=""false"" and  contains(@class, ""CheckBox"")] and  //*[contains(@text, ""应用安装后删除安装包"")]  ''' ]}"
