"task_id","task_identifier","task_app","task_app_CHN","adb_home_page","功能点","真机/模拟器","level（easy步数少<5步，是APP的基础操作,主页一眼就能看到，medium步数较多,但每一步都能直接看到。或是需要探索一下但步数特别少(<4)，hard经过的一些功能需要探索才能发现）","golden_steps","goal","key_nodes","Reset","Unnamed: 15","uitars1.5_apps2025_0917","Unnamed: 17","Unnamed: 19"
"","articlenews_4","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","搜索","","hard","7","在今日头条上搜一下今天五粮液的股价","{""xpath"": ['''//*[contains(@text, ""五粮液"") and contains(@text, ""搜索"") and contains(@text, ""股价"")] ''']}","","","articlenews_4: SR","",""
"","articlenews_5","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","频道","","easy","4","查看今日头条热榜第一条新闻","{""xpath"": ['''//*[contains(@content-desc, ""热榜"") and @selected=""true""] and //*[contains(@content-desc, ""搜索框"") ] ''' ]}","","","articlenews_5: SR","",""
"","articlenews_6","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","频道","","hard","10","查看今日头条小说频道完结榜第一本书","{""xpath"": [ '''//*[contains(@text, ""完结榜"") and contains(@text, ""已勾选"")] or //*[contains(@text, ""完结榜"") and bbox_contains_point(@bounds,$point) ] and //*[contains(@class, ""view.View"") and bbox_contains_point(@bounds,$point)] ''' ]}","","","articlenews_6: Premature","",""
"","articlenews_7","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","频道","","hard","7","查看今日头条图片频道第一条新闻并点赞","{""xpath"": ['''//*[contains(@content-desc, ""图片"") and @selected=""true""] ''' ,''' //*[contains(@content-desc, ""赞"") and contains(@class, ""Button"") and bbox_contains_point(@bounds,$point) ]  ''' ]}","","","articlenews_7: Premature","",""
"","articlenews_8","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","频道","","hard","7","查看今日头条健康频道第一条新闻并收藏","{""xpath"": ['''//*[contains(@content-desc, ""健康"") and @selected=""true""] ''' ,''' //*[contains(@content-desc, ""收藏"") and contains(@class, ""Button"") and bbox_contains_point(@bounds,$point) ]  ''' ]}","","","articlenews_8: Premature","",""
"","articlenews_9","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","频道","","hard","7","去关注今日头条体育频道第一条新闻的作者","{""xpath"": ['''//*[contains(@content-desc, ""体育"") and @selected=""true""] ''' ,''' //*[contains(@content-desc, ""已关注"") and contains(@class, ""Button"") ]  ''' ]}","","","articlenews_9: HardFail","",""
"610","articlenews_10","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","我的","","medium","4","打开一下今日头条的浏览历史","{""xpath"": ['''//*[contains(@text, ""浏览"") ] and  //*[contains(@text, ""推送"") ] and //*[contains(@text, ""评论"") ] ''' ]}","","","articlenews_10: HardFail","",""
"819","articlenews_11","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","我的","","medium","5","查查今日头条里我的收藏有哪些","{""xpath"": ['''//*[contains(@text, ""收藏"") and contains(@class, ""android.widget.Button"") and bbox_contains_point(@bounds,$point)] ''']}","","","articlenews_11: SR","",""
"","articlenews_12","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","我的","","hard","8","去今日头条更换头像，从默认头像的艺术类中选一个","{""xpath"": ['''//*[contains(@text,""选择默认头像"")] and //*[contains(@text, ""艺术"")]    and  //*[contains(@text, ""选取"") and bbox_contains_point(@bounds,$point) ] ''' ]} ","Need","","articlenews_12: HardFail","",""
"","articlenews_13","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","我的","","hard","8","去今日头条将我的性别设置为女","{""xpath"": ['''//*[contains(@text, ""性别"")]  and //*[contains(@text, ""女"")] and  //*[contains(@text, ""编辑资料"") and contains(@resource-id, ""id/title"")] ''' ]}  ","Need","","articlenews_13: HardFail","",""
"","articlenews_14","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","设置","","hard","6","打开今日头条里面我的书架","{""xpath"": ['''//*[contains(@text, ""书架"") and contains(@class, ""FlattenUIText"") ] and //*[contains(@text, ""看过"") and contains(@class, ""FlattenUIText"") ] ''']}","","","articlenews_14: HardFail","",""
"","articlenews_15","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","设置","","hard","6","打开今日头条的夜间模式","{""xpath"": [''' //*[contains(@text, ""日间模式"") and contains(@resource-id, ""id/d95"") ]''']}###{""xpath"": [''' //*[contains(@text, ""深色模式"") ] and //*[contains(@text, ""已开启"") ] ''']}### {""xpath"": [''' //*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""深色模式"")  ] ) ]   ''']} ","Need","","articlenews_15: HardFail","",""
"","articlenews_16","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","设置","","medium","5","去今日头条把自动开启阅读模式关掉","{""xpath"": ['''//*[contains(@text, ""自动开启阅读模式"")]  and //*[contains(@text, ""关闭"") and contains(@class, ""Switch"")] ''' ]}","Need","","articlenews_16: Premature","",""
"","articlenews_17","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","设置","","medium","6","去今日头条清除缓存","{""xpath"": [ '''//*[contains(@text, ""删除所有缓存"")] and //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ] ''' ]} ","","","articlenews_17: Premature","",""
"","articlenews_18","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","设置","","medium","6","去今日头条已读所有消息","{""xpath"": [ '''//*[contains(@text, ""将所有消息和私信标记为已读"")] and //*[contains(@text, ""确定"") and bbox_contains_point(@bounds,$point) ] ''' ]} ###{""xpath"": [ '''//*[contains(@text, ""消息私信"")] and //*[contains(@text, ""设置"") ] and (not(//*[@text=""1""]) )  ''' ]}","","","articlenews_18: HardFail","",""
"","articlenews_19","articlenews","今日头条","com.ss.android.article.news/.activity.MainActivity","设置","","medium","7","去今日头条设置不接受陌生人消息","{""xpath"": [ '''//*[contains(@text, ""不再接收陌生人消息"")] and //*[contains(@text, ""确定关闭"") and bbox_contains_point(@bounds,$point) ] ''' ]} ###{""xpath"": [ '''//*[contains(@text, ""接收陌生人的消息"")] and //*[contains(@text, ""已关闭"") ] ''' ]} ###{""xpath"": [ '''//*[contains(@text, ""陌生人消息"")] and //*[contains(@text, ""不接受陌生人的消息"")]  ''' ]}","Need","","articlenews_19: HardFail","",""
"","fanqieread_0","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","搜索","","easy","5","在番茄小说里面打开刘慈欣的三体","{""xpath"": [ '''//*[contains(@text, ""三体"") and contains(@class, ""EditText"")   ]''' , '''//*[contains(@text, ""三体"")] and //*[contains(@text, ""刘慈欣"") ]''' ]}###{""xpath"": [ '''//*[contains(@text, ""三体"") and contains(@class, ""EditText"")   ]  and //*[contains(@text, ""刘慈欣"") ]''' ]}","Search","","fanqieread_0: SR","",""
"","fanqieread_1","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","搜索","","easy","5","在番茄小说里面打开我在精神病院学斩神","{""xpath"": [ '''//*[contains(@text, ""我在精神病院学斩神"") and contains(@class, ""EditText"")   ]''' ,'''//*[contains(@text, ""我在精神病院学斩神"")] and //*[contains(@text, ""三九音域"") ]''' ]}###{""xpath"": [ '''//*[contains(@text, ""我在精神病院学斩神"") and contains(@class, ""EditText"")   ]  and //*[contains(@text, ""三九音域"") ]''' ]}","Search","","fanqieread_1: SR","",""
"","fanqieread_2","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","搜索","","medium","6","在番茄小说里面打开三体的听书","{""xpath"": [ '''//*[contains(@text, ""三体"") and contains(@class, ""EditText"")] and //*[contains(@text, ""听书"") and bbox_contains_point(@bounds,$point)  ]    ''' , '''//*[contains(@text, ""真人讲书"")] and //*[contains(@text, ""智能朗读"")  ]''' ]}###{""xpath"": [ '''//*[contains(@text, ""三体"") ]    and //*[contains(@text, ""真人讲书"")] and //*[contains(@text, ""智能朗读"")  ]''' ]}","Search","","fanqieread_2: Premature","",""
"","fanqieread_3","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","搜索","","easy","4","用番茄搜索三体的作者是谁","{""xpath"": [  '''//*[contains(@text, ""三体"")] and //*[contains(@text, ""作者"")] and //*[contains(@text, ""刘慈欣"")  ]''' ]}","Search","","fanqieread_3: SR","",""
"","fanqieread_4","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","搜索","","easy","4","在番茄里面搜索红楼梦","{""xpath"": [ '''//*[contains(@text, ""红楼梦"") and contains(@class, ""EditText"") ]'''  ]}","","","fanqieread_4: SR","",""
"","fanqieread_5","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","搜索","","hard","6","在番茄里面看看明朝那些事儿的书评,并给第一条书评点赞","{""xpath"": [ '''//*[contains(@text, ""明朝那些事儿"") and contains(@text, ""书评"")  and contains(@class, ""EditText"") ]  and //*[contains(@text, ""轻按星星点评此书"") ] and //*[contains(@resource-id, ""id/ewe"") and bbox_contains_point(@bounds,$point) ]  '''  ]}","","","fanqieread_5: HardFail","",""
"","fanqieread_6","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","搜索","","easy","4","通过番茄小说搜索框搜索“阴间神探""","{""xpath"": [ '''//*[contains(@text, ""阴间神探"") and contains(@class, ""EditText"") ]'''  ]}","","","fanqieread_6: Premature","",""
"","fanqieread_7","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","频道","","easy","3","打开番茄小说完本榜","{""xpath"": ['''//*[contains(@text, ""完本榜"") and bbox_contains_point(@bounds,$point) ] ''']}","","","fanqieread_7: SR","",""
"","fanqieread_8","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","频道","","medium","4","打开番茄小说玄幻类的阅读榜","{""xpath"": ['''//*[contains(@text, ""阅读榜"") and bbox_contains_point(@bounds,$point) ] ''', '''//*[contains(@text, ""玄幻"") and bbox_contains_point(@bounds,$point) ] ''']}","","","fanqieread_8: Premature","",""
"","fanqieread_9","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","频道","","medium","5","在番茄里面筛选玄幻、无女主小说","{""xpath"": ['''(//*[contains(@text, ""玄幻"") and contains(@class, ""EditText"")] or //*[contains(@text, ""玄幻"") and @selected=""true""] or //*[contains(@text, ""玄幻"") and (parent::*[contains(@class, ""view.ViewGroup"")])])  and (//*[contains(@text, ""无女主"") and contains(@class, ""EditText"")] or //*[contains(@text, ""无女主"") and @selected=""true""] or //*[contains(@text, ""无女主"") and (parent::*[contains(@class, ""view.ViewGroup"")])])  ''']}","","","fanqieread_9: HardFail","",""
"","fanqieread_10","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","频道","","medium","5","在番茄里面筛选历史、搞笑轻松小说","{""xpath"": ['''(//*[contains(@text, ""历史"") and contains(@class, ""EditText"")] or //*[contains(@text, ""历史"") and @selected=""true""] or //*[contains(@text, ""历史"") and (parent::*[contains(@class, ""view.ViewGroup"")])])  and (//*[contains(@text, ""搞笑轻松"") and contains(@class, ""EditText"")] or //*[contains(@text, ""搞笑轻松"") and @selected=""true""] or //*[contains(@text, ""搞笑轻松"") and (parent::*[contains(@class, ""view.ViewGroup"")])])  ''']}","","","fanqieread_10: HardFail","",""
"","fanqieread_11","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","频道","","hard","8","在番茄里面筛选包含美食、种田、系统等标签的小说","{""xpath"": ['''(//*[contains(@text, ""美食"") and contains(@class, ""EditText"")] or //*[contains(@text, ""美食"") and @selected=""true""] or //*[contains(@text, ""美食"") and (parent::*[contains(@class, ""view.ViewGroup"")])])  and (//*[contains(@text, ""种田"") and contains(@class, ""EditText"")] or //*[contains(@text, ""种田"") and @selected=""true""] or //*[contains(@text, ""种田"") and (parent::*[contains(@class, ""view.ViewGroup"")])])  and (//*[contains(@text, ""系统"") and contains(@class, ""EditText"")] or //*[contains(@text, ""系统"") and @selected=""true""] or //*[contains(@text, ""系统"") and (parent::*[contains(@class, ""view.ViewGroup"")])])  ''']}","","","fanqieread_11: HardFail","",""
"","fanqieread_12","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","频道","","hard","9","在番茄女生频道里面筛选包含天灾、末世、无CP等标签的小说","{""xpath"": ['''(//*[contains(@text, ""天灾"") and contains(@class, ""EditText"")] or //*[contains(@text, ""天灾"") and @selected=""true""] or //*[contains(@text, ""天灾"") and (parent::*[contains(@class, ""view.ViewGroup"")])])  and (//*[contains(@text, ""末世"") and contains(@class, ""EditText"")] or //*[contains(@text, ""末世"") and @selected=""true""] or //*[contains(@text, ""末世"") and (parent::*[contains(@class, ""view.ViewGroup"")])])  and (//*[contains(@text, ""无CP"") and contains(@class, ""EditText"")] or //*[contains(@text, ""无CP"") and @selected=""true""] or //*[contains(@text, ""无CP"") and (parent::*[contains(@class, ""view.ViewGroup"")])])  ''']}","","","fanqieread_12: Premature","",""
"","fanqieread_13","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","频道","","medium","4","我要看番茄漫画","{""xpath"": ['''//*[contains(@text, ""漫画"") and bbox_contains_point(@bounds,$point) ] ''']}","","","fanqieread_13: Premature","",""
"","fanqieread_14","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","频道","","easy","3","前往番茄听书功能模块","{""xpath"": ['''//*[contains(@text, ""听书"") and bbox_contains_point(@bounds,$point) ] ''']}","","","fanqieread_14: Premature","",""
"","fanqieread_15","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","书架","","easy","3","在番茄书架中查阅浏览历史","{""xpath"": ['''//*[contains(@text, ""历史"") ]  and //*[contains(@text, ""全部"") ] and //*[contains(@text, ""阅读"") ] and //*[contains(@text, ""听书"") ]   and //*[contains(@text, ""书架"") and @selected=""true""]   ''']}","","","fanqieread_15: Premature","",""
"","fanqieread_16","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","书架","","easy","3","去番茄小说我的书架追剧","{""xpath"": ['''//*[contains(@text, ""追剧"") ]  and (//*[contains(@text, ""找短剧"") ] or //*[contains(@text, ""查看短剧"") ])   and //*[contains(@text, ""书架"") and @selected=""true""]   ''']}","","","fanqieread_16: Premature","",""
"","fanqieread_17","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","书架","","hard","6","进入番茄小说的“穿越”圈子并订阅它","{""xpath"": [  '''//*[contains(@text, ""穿越圈"")] and //*[contains(@text, ""已订阅"")] and //*[contains(@text, ""最热"")]   and //*[contains(@text, ""最新"") ]''' ]}","","","fanqieread_17: Premature","",""
"","fanqieread_18","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","我的","","hard","7","把番茄的阅读偏好设置成男生小说","{""xpath"": [ '''//*[contains(@text, ""选择你的兴趣偏好"")] and //*[contains(@text, ""男生小说"")] and //*[contains(@text, ""女生小说"")] and //*[contains(@text, ""我都爱看"") ]''' ]}","","","fanqieread_18: Premature","",""
"","fanqieread_19","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","我的","","easy","3","去番茄小说查看我的消息","{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""我的消息"") ])] ''']}","","","fanqieread_19: SR","",""
"","fanqieread_20","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","我的","","medium","4","打开番茄我的关注","{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""关注"") ])] and //*[contains(@text, ""编辑资料"") ] ''']}","","","fanqieread_20: Premature","",""
"","fanqieread_21","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","我的","","medium","4","查看番茄我下载的记录","{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""我的下载"") ])] ''']}","","","fanqieread_21: HardFail","",""
"","fanqieread_22","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","我的","","hard","4","在番茄小说签到","{""xpath"": [ '''//*[contains(@text, ""今日签到"")] and //*[contains(@text, ""立即签到"") and bbox_contains_point(@bounds,$point) ] ''' ]}###{""xpath"": [ '''  //*[contains(@text, ""签到赚钱"") and bbox_contains_point(@bounds,$point) ] ''' ]}","","","fanqieread_22: Premature","",""
"","fanqieread_23","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","我的","","medium","4","进入番茄小说的笔记页面","{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""我的笔记"") ])] ''']}","","","fanqieread_23: Premature","",""
"","fanqieread_24","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","我的","","medium","4","查阅番茄小说的历史浏览记录","{""xpath"": ['''//*[contains(@class, ""ViewGroup"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""浏览历史"") ])] ''']}","","","fanqieread_24: Premature","",""
"","fanqieread_25","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","设置","","hard","7","番茄切换成大字体","{""xpath"": [ '''//*[contains(@text, ""字体大小预览"")] and //*[contains(@text, ""大"") and bbox_contains_point(@bounds,$point) ] '''  ]} ","Need","","fanqieread_25: HardFail","",""
"","fanqieread_26","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","设置","","hard","7","在番茄小说中随便打开一本小说，设置字号为22，翻页方式为上下","{""xpath"": [ '''//*[contains(@text, ""翻页"")] and //*[contains(@text, ""上下"")  ] ''' , '''//*[contains(@text, ""字号"")] and //*[contains(@text, ""22"")   ] ''' ]} ","Need","","fanqieread_26: HardFail","",""
"","fanqieread_27","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","设置","","medium","5","打开番茄小说中一键清理缓存","{""xpath"": ['''//*[contains(@text, ""一键清理"") and bbox_contains_point(@bounds,$point) ] and  //*[contains(@text, ""清理缓存"") ]   '''  ]}","","","fanqieread_27: Premature","",""
"","fanqieread_28","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","设置","","hard","7","在番茄小说中启用消息通知功能","{""xpath"": [''' //*[contains(@text, ""推送通知"") and ( following-sibling::*[@text=""已开启""])]  ''' ]}###{""xpath"": ['''//*[contains(@resource-id, ""id/be9"") and bbox_contains_point(@bounds,$point) and (preceding-sibling::*[contains(@text, ""接收消息通知"") ] ) ]   ''']}###{""xpath"": [''' //*[ //*[contains(@text, ""允许通知"")  ]  and //*[contains(@class, ""CheckBox"") and @checkable=""true"" and @checked=""true""]  ''']}","","","fanqieread_28: HardFail","",""
"","fanqieread_29","fanqieread","番茄免费小说","com.dragon.read/.pages.splash.SplashActivity","设置","","medium","4","查看番茄小说客服电话","{""xpath"": [''' //*[contains(@text, ""客服"") and contains(@resource-id, ""id/title"")  and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''']}","","","fanqieread_29: HardFail","",""
"","pinduoduo_0","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","搜索","","easy","4","拼多多搜索iPhone 16 promax ","{""xpath"": ['''//*[ (contains(@text, ""iphone"") or contains(@text, ""iPhone"") or contains(@text, ""IPhone"") or contains(@text, ""IPHONE"") ) and contains(@text, ""16"")  and (contains(@text, ""pro"") or contains(@text, ""PRO"")  )   and contains(@resource-id, ""id/pdd"")  and (ancestor::*[contains(@content-desc, ""搜索"")  and contains(@resource-id, ""id/pdd"") ])   ]'''   ]}","","","pinduoduo_0: SR","",""
"","pinduoduo_1","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","搜索","","easy","4","拼多多搜索冰箱贴","{""xpath"": ['''//*[ contains(@text, ""冰箱贴"") and contains(@resource-id, ""id/pdd"")  and (ancestor::*[contains(@content-desc, ""搜索"")  and contains(@resource-id, ""id/pdd"") ])   ]'''   ]}","","","pinduoduo_1: SR","",""
"","pinduoduo_2","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","搜索","","easy","2","打开拼多多拍照搜索","{""xpath"": ['''//*[ contains(@text, ""点击拍照"") and contains(@resource-id, ""id/pdd"")  ]'''   ]}","","","pinduoduo_2: Overdue","",""
"","pinduoduo_3","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","搜索","","easy","5","在拼多多里面查看黑色垃圾袋的商品页","{""xpath"": ['''//*[ contains(@content-desc, ""袋"") and contains(@content-desc, ""黑"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ] and  //*[ contains(@text, ""收藏"") and contains(@resource-id, ""id/pdd"") ]  and  //*[ contains(@text, ""客服"") and contains(@resource-id, ""id/pdd"") ] '''   ]}","","","pinduoduo_3: SR","",""
"","pinduoduo_4","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","搜索","","hard","7","在拼多多里复制一个白色Type-C数据线的商品链接","{""xpath"": ['''//*[ contains(@content-desc, ""数据线"") and (contains(@content-desc, ""type-c"")  or  contains(@content-desc, ""Type-c""))  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   '''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""复制链接"") and contains(@resource-id, ""id/pdd"") ] ) ]   ''' ]}","","","pinduoduo_4: Premature","",""
"","pinduoduo_5","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","搜索","","hard","7","在拼多多里面查看一个无线鼠标商品的评价","{""xpath"": ['''//*[ contains(@content-desc, ""无线"") and contains(@content-desc, ""鼠标"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   '''//*[ contains(@text, ""评价"")  and contains(@text, ""商品"")  and contains(@resource-id, ""id/tv_title"") ]''' ]}","","","pinduoduo_5: SR","",""
"","pinduoduo_6","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","搜索","","hard","6","去拼多多收藏1个马克杯，要有卡通小狗图案的","{""xpath"": ['''//*[ contains(@content-desc, ""小狗"") and contains(@content-desc, ""马克杯"") and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   ''' (//*[ contains(@content-desc, ""收藏"") and contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point)  ] ) or  (//*[ contains(@content-desc, ""已收藏"") and contains(@class, ""LinearLayout"")] )   ''' ]}","","","pinduoduo_6: SR","",""
"","pinduoduo_7","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","搜索","","hard","6","去拼多多打开婴儿湿巾的店铺首页","{""xpath"": ['''//*[ contains(@content-desc, ""婴儿"")  and contains(@content-desc, ""湿巾"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   ''' //*[ (contains(@text, ""店铺"") or contains(@text, ""进店"") or contains(@text, ""进入品牌""))  and bbox_contains_point(../@bounds,$point) ]  ''' ]}","","","pinduoduo_7: HardFail","",""
"","pinduoduo_8","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","easy","3","查看拼多多限时秒杀第一个商品详情","{""xpath"": ['''//*[ contains(@text, ""限时秒杀"") and contains(@resource-id, ""id/tv_title"") ]  and //*[contains(@class, ""view.View"") and bbox_contains_point(@bounds,$point)  ] '''   ]}","","","pinduoduo_8: Premature","",""
"","pinduoduo_9","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","easy","2","打开拼多多充值中心","{""xpath"": ['''//*[contains(@class, ""RelativeLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""充值中心"") and contains(@resource-id, ""id/name"") ] ) ] ''']} ","","","pinduoduo_9: Premature","",""
"","pinduoduo_10","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","medium","3","查看拼多多百亿补贴手机类商品","{""xpath"": ['''//*[contains(@text, ""百亿补贴"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))] ''','''//*[contains(@text, ""手机"") and (bbox_contains_point(../@bounds,$point)or bbox_contains_point(../../@bounds,$point))]''']} ","","","pinduoduo_10: Premature","",""
"","pinduoduo_11","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","medium","4","查看拼多多多多买菜蔬菜类的第一个商品","{""xpath"": ['''//*[contains(@text, ""蔬菜"") and contains(@class, ""Button"") and bbox_contains_point(@bounds,$point) ] '''   ]}###{""xpath"": ['''//*[contains(@text, ""蔬菜"") and contains(@class, ""Button"") ] and //*[contains(@text, ""全部商品"") ] and //*[contains(@text, ""叶菜"") ] and //*[contains(@text, ""根茎"") ] '''   ]}","","","pinduoduo_11: Premature","",""
"","pinduoduo_12","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","medium","4","查看拼多多休闲零食板块的豆干辣条商品列表","{""xpath"": ['''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""休闲零食"") and contains(@resource-id, ""id/name"") ] ) ]   ''',  '''   //*[contains(@text, ""豆干辣条"") and @selected=""true""]  ''' ]}","","","pinduoduo_12: Premature","",""
"","pinduoduo_13","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","medium","4","查看拼多多男装板块的上衣外套第一个商品的详情","{""xpath"": ['''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""上衣外套"") and contains(@resource-id, ""id/name"") ] ) ]   ''',  ''' //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ] ''' ]}","","","pinduoduo_13: Premature","",""
"","pinduoduo_14","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","hard","6","复制拼多多频道的水杯餐具类目第一款商品链接","{""xpath"": ['''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""水杯餐具"") and contains(@resource-id, ""id/name"") ] ) ]   ''',  ''' //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ] ''' , '''//*[contains(@class, ""LinearLayout"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""复制链接"") and contains(@resource-id, ""id/pdd"") ] ) ]   ''' ]}","","","pinduoduo_14: Premature","",""
"","pinduoduo_15","pinduoduo","拼多多","com.xunmeng.pinduoduo/.ui.activity.MainFrameActivity","频道","","hard","8","查看拼多多手机小米类目第一款商品评价","{""xpath"": ['''//*[ contains(@content-desc, ""小米"") and contains(@content-desc, ""手机"")  and contains(@resource-id, ""id/tv_title"") ] and  //*[ contains(@text, ""店铺"") and contains(@resource-id, ""id/pdd"") ]  ''' ,   '''//*[ contains(@text, ""评价"") and contains(@text, ""商品"")  and contains(@resource-id, ""id/tv_title"") ]''' ]}","","","pinduoduo_15: Premature","",""
